"Date","Site.Name","COUNTY","meanlatitude","meanlongitude","Month","Day","PM2.5","Ozone"
2018-03-11,"Bryson City","Swain",35.434767,-83.442133,3,11,54,33
2018-03-11,"Castle Hayne","New Hanover",34.364167,-77.838611,3,11,28,NA
2018-03-11,"Clemmons Middle","Forsyth",36.026,-80.342,3,11,70,31
2018-03-11,"Durham Armory","Durham",36.0329550008979,-78.904037,3,11,60,30
2018-03-11,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,11,74,26
2018-03-11,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,11,66,33
2018-03-11,"Leggett","Edgecombe",35.988278,-77.5843,3,11,39,34
2018-03-11,"Linville Falls","Avery",35.972347,-81.933072,3,11,NA,41
2018-03-11,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,11,60,33
2018-03-11,"Millbrook School","Wake",35.856111,-78.574167,3,11,56,31
2018-03-11,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,11,39,38
2018-03-11,"West Johnston Co.","Johnston",35.59095,-78.4622,3,11,55,31
2018-03-12,"Bryson City","Swain",35.434767,-83.442133,3,12,15,44
2018-03-12,"Castle Hayne","New Hanover",34.364167,-77.838611,3,12,18,34
2018-03-12,"Clemmons Middle","Forsyth",36.026,-80.342,3,12,43,38
2018-03-12,"Durham Armory","Durham",36.0329550008979,-78.904037,3,12,36,36
2018-03-12,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,12,19,34
2018-03-12,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,12,40,40
2018-03-12,"Leggett","Edgecombe",35.988278,-77.5843,3,12,25,33
2018-03-12,"Linville Falls","Avery",35.972347,-81.933072,3,12,10,43
2018-03-12,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,12,35,40
2018-03-12,"Millbrook School","Wake",35.856111,-78.574167,3,12,32,NA
2018-03-12,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,12,22.5,34
2018-03-12,"West Johnston Co.","Johnston",35.59095,-78.4622,3,12,37,33
2018-03-13,"Bryson City","Swain",35.434767,-83.442133,3,13,35,43
2018-03-13,"Castle Hayne","New Hanover",34.364167,-77.838611,3,13,20,43
2018-03-13,"Clemmons Middle","Forsyth",36.026,-80.342,3,13,32,44
2018-03-13,"Durham Armory","Durham",36.0329550008979,-78.904037,3,13,34,43
2018-03-13,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,13,30,42
2018-03-13,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,13,31,44
2018-03-13,"Leggett","Edgecombe",35.988278,-77.5843,3,13,22,44
2018-03-13,"Linville Falls","Avery",35.972347,-81.933072,3,13,NA,43
2018-03-13,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,13,25,44
2018-03-13,"Millbrook School","Wake",35.856111,-78.574167,3,13,31,44
2018-03-13,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,13,28,44
2018-03-13,"West Johnston Co.","Johnston",35.59095,-78.4622,3,13,28,44
2018-03-14,"Bryson City","Swain",35.434767,-83.442133,3,14,22,44
2018-03-14,"Castle Hayne","New Hanover",34.364167,-77.838611,3,14,20,43
2018-03-14,"Clemmons Middle","Forsyth",36.026,-80.342,3,14,25,43
2018-03-14,"Durham Armory","Durham",36.0329550008979,-78.904037,3,14,31,42
2018-03-14,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,14,21,43
2018-03-14,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,14,25,43
2018-03-14,"Leggett","Edgecombe",35.988278,-77.5843,3,14,13,42
2018-03-14,"Linville Falls","Avery",35.972347,-81.933072,3,14,NA,43
2018-03-14,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,14,19,44
2018-03-14,"Millbrook School","Wake",35.856111,-78.574167,3,14,26,43
2018-03-14,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,14,21,43
2018-03-14,"West Johnston Co.","Johnston",35.59095,-78.4622,3,14,23,43
2018-03-15,"Bryson City","Swain",35.434767,-83.442133,3,15,46,61
2018-03-15,"Castle Hayne","New Hanover",34.364167,-77.838611,3,15,19,48
2018-03-15,"Clemmons Middle","Forsyth",36.026,-80.342,3,15,43,61
2018-03-15,"Durham Armory","Durham",36.0329550008979,-78.904037,3,15,35.5,51
2018-03-15,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,15,23,61
2018-03-15,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,15,29.5,48
2018-03-15,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,15,34.6666666666667,61
2018-03-15,"Leggett","Edgecombe",35.988278,-77.5843,3,15,29,50
2018-03-15,"Linville Falls","Avery",35.972347,-81.933072,3,15,30,NA
2018-03-15,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,15,42,58
2018-03-15,"Millbrook School","Wake",35.856111,-78.574167,3,15,34,49
2018-03-15,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,15,27.5,50
2018-03-15,"West Johnston Co.","Johnston",35.59095,-78.4622,3,15,42,51
2018-03-16,"Bryson City","Swain",35.434767,-83.442133,3,16,66,64
2018-03-16,"Castle Hayne","New Hanover",34.364167,-77.838611,3,16,56,71
2018-03-16,"Clemmons Middle","Forsyth",36.026,-80.342,3,16,45,51
2018-03-16,"Durham Armory","Durham",36.0329550008979,-78.904037,3,16,47,49
2018-03-16,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,16,57,67
2018-03-16,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,16,42,49
2018-03-16,"Leggett","Edgecombe",35.988278,-77.5843,3,16,25,51
2018-03-16,"Linville Falls","Avery",35.972347,-81.933072,3,16,NA,61
2018-03-16,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,16,35,54
2018-03-16,"Millbrook School","Wake",35.856111,-78.574167,3,16,49,50
2018-03-16,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,16,40,51
2018-03-16,"West Johnston Co.","Johnston",35.59095,-78.4622,3,16,52,54
2018-03-17,"Bryson City","Swain",35.434767,-83.442133,3,17,62,44
2018-03-17,"Castle Hayne","New Hanover",34.364167,-77.838611,3,17,38,48
2018-03-17,"Clemmons Middle","Forsyth",36.026,-80.342,3,17,44,51
2018-03-17,"Durham Armory","Durham",36.0329550008979,-78.904037,3,17,50,45
2018-03-17,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,17,NA,49
2018-03-17,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,17,50,43
2018-03-17,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,17,41,51
2018-03-17,"Leggett","Edgecombe",35.988278,-77.5843,3,17,32,45
2018-03-17,"Linville Falls","Avery",35.972347,-81.933072,3,17,NA,50
2018-03-17,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,17,50,61
2018-03-17,"Millbrook School","Wake",35.856111,-78.574167,3,17,54,44
2018-03-17,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,17,40,45
2018-03-17,"West Johnston Co.","Johnston",35.59095,-78.4622,3,17,55,44
2018-03-18,"Bryson City","Swain",35.434767,-83.442133,3,18,37,41
2018-03-18,"Castle Hayne","New Hanover",34.364167,-77.838611,3,18,36,44
2018-03-18,"Clemmons Middle","Forsyth",36.026,-80.342,3,18,30,46
2018-03-18,"Durham Armory","Durham",36.0329550008979,-78.904037,3,18,29,44
2018-03-18,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,18,21,44
2018-03-18,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,18,28,44
2018-03-18,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,18,27,45
2018-03-18,"Leggett","Edgecombe",35.988278,-77.5843,3,18,18,43
2018-03-18,"Linville Falls","Avery",35.972347,-81.933072,3,18,23,44
2018-03-18,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,18,29,45
2018-03-18,"Millbrook School","Wake",35.856111,-78.574167,3,18,30,44
2018-03-18,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,18,23,44
2018-03-18,"West Johnston Co.","Johnston",35.59095,-78.4622,3,18,29,44
2018-03-19,"Bryson City","Swain",35.434767,-83.442133,3,19,36,37
2018-03-19,"Castle Hayne","New Hanover",34.364167,-77.838611,3,19,9,44
2018-03-19,"Clemmons Middle","Forsyth",36.026,-80.342,3,19,42,45
2018-03-19,"Durham Armory","Durham",36.0329550008979,-78.904037,3,19,33,43
2018-03-19,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,19,NA,40
2018-03-19,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,19,34,43
2018-03-19,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,19,42,44
2018-03-19,"Leggett","Edgecombe",35.988278,-77.5843,3,19,23,39
2018-03-19,"Linville Falls","Avery",35.972347,-81.933072,3,19,NA,43
2018-03-19,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,19,43,45
2018-03-19,"Millbrook School","Wake",35.856111,-78.574167,3,19,38,42
2018-03-19,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,19,23,43
2018-03-19,"West Johnston Co.","Johnston",35.59095,-78.4622,3,19,35,44
2018-03-20,"Bryson City","Swain",35.434767,-83.442133,3,20,15,36
2018-03-20,"Castle Hayne","New Hanover",34.364167,-77.838611,3,20,8,34
2018-03-20,"Clemmons Middle","Forsyth",36.026,-80.342,3,20,20,32
2018-03-20,"Durham Armory","Durham",36.0329550008979,-78.904037,3,20,17,32
2018-03-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,20,NA,44
2018-03-20,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,20,27,29
2018-03-20,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,20,20,33
2018-03-20,"Leggett","Edgecombe",35.988278,-77.5843,3,20,9,35
2018-03-20,"Linville Falls","Avery",35.972347,-81.933072,3,20,NA,38
2018-03-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,20,18,34
2018-03-20,"Millbrook School","Wake",35.856111,-78.574167,3,20,23,32
2018-03-20,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,20,17,34
2018-03-20,"West Johnston Co.","Johnston",35.59095,-78.4622,3,20,14,32
2018-03-21,"Bryson City","Swain",35.434767,-83.442133,3,21,19,35
2018-03-21,"Castle Hayne","New Hanover",34.364167,-77.838611,3,21,7,27
2018-03-21,"Clemmons Middle","Forsyth",36.026,-80.342,3,21,21,35
2018-03-21,"Durham Armory","Durham",36.0329550008979,-78.904037,3,21,17,31
2018-03-21,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,21,4,40
2018-03-21,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,21,12.5,32
2018-03-21,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,21,13,33
2018-03-21,"Leggett","Edgecombe",35.988278,-77.5843,3,21,8,31
2018-03-21,"Linville Falls","Avery",35.972347,-81.933072,3,21,5,36
2018-03-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,21,15,32
2018-03-21,"Millbrook School","Wake",35.856111,-78.574167,3,21,15,31
2018-03-21,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,21,7.5,32
2018-03-21,"West Johnston Co.","Johnston",35.59095,-78.4622,3,21,19,29
2018-03-22,"Bryson City","Swain",35.434767,-83.442133,3,22,29,44
2018-03-22,"Castle Hayne","New Hanover",34.364167,-77.838611,3,22,13,44
2018-03-22,"Clemmons Middle","Forsyth",36.026,-80.342,3,22,19,45
2018-03-22,"Durham Armory","Durham",36.0329550008979,-78.904037,3,22,25,42
2018-03-22,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,22,NA,47
2018-03-22,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,22,20,45
2018-03-22,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,22,18,44
2018-03-22,"Leggett","Edgecombe",35.988278,-77.5843,3,22,11,43
2018-03-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,22,13,44
2018-03-22,"Millbrook School","Wake",35.856111,-78.574167,3,22,22,42
2018-03-22,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,22,18,43
2018-03-22,"West Johnston Co.","Johnston",35.59095,-78.4622,3,22,22,42
2018-03-23,"Bryson City","Swain",35.434767,-83.442133,3,23,31,43
2018-03-23,"Castle Hayne","New Hanover",34.364167,-77.838611,3,23,18,48
2018-03-23,"Clemmons Middle","Forsyth",36.026,-80.342,3,23,25,50
2018-03-23,"Durham Armory","Durham",36.0329550008979,-78.904037,3,23,34,47
2018-03-23,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,23,NA,48
2018-03-23,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,23,30,48
2018-03-23,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,23,26,49
2018-03-23,"Leggett","Edgecombe",35.988278,-77.5843,3,23,15,47
2018-03-23,"Linville Falls","Avery",35.972347,-81.933072,3,23,NA,49
2018-03-23,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,23,23,51
2018-03-23,"Millbrook School","Wake",35.856111,-78.574167,3,23,30,48
2018-03-23,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,23,19,47
2018-03-23,"West Johnston Co.","Johnston",35.59095,-78.4622,3,23,28,48
2018-03-24,"Bryson City","Swain",35.434767,-83.442133,3,24,46,31
2018-03-24,"Castle Hayne","New Hanover",34.364167,-77.838611,3,24,23,44
2018-03-24,"Clemmons Middle","Forsyth",36.026,-80.342,3,24,42,37
2018-03-24,"Durham Armory","Durham",36.0329550008979,-78.904037,3,24,33,41
2018-03-24,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,24,23,47
2018-03-24,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,24,34,42
2018-03-24,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,24,32.5,41
2018-03-24,"Leggett","Edgecombe",35.988278,-77.5843,3,24,21,44
2018-03-24,"Linville Falls","Avery",35.972347,-81.933072,3,24,21,43
2018-03-24,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,24,39,41
2018-03-24,"Millbrook School","Wake",35.856111,-78.574167,3,24,27.5,43
2018-03-24,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,24,22,45
2018-03-24,"West Johnston Co.","Johnston",35.59095,-78.4622,3,24,38,44
2018-03-25,"Bryson City","Swain",35.434767,-83.442133,3,25,40,42
2018-03-25,"Castle Hayne","New Hanover",34.364167,-77.838611,3,25,7,44
2018-03-25,"Clemmons Middle","Forsyth",36.026,-80.342,3,25,25,48
2018-03-25,"Durham Armory","Durham",36.0329550008979,-78.904037,3,25,30,44
2018-03-25,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,25,25,44
2018-03-25,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,25,21,49
2018-03-25,"Leggett","Edgecombe",35.988278,-77.5843,3,25,15,47
2018-03-25,"Linville Falls","Avery",35.972347,-81.933072,3,25,NA,45
2018-03-25,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,25,21,47
2018-03-25,"Millbrook School","Wake",35.856111,-78.574167,3,25,26,46
2018-03-25,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,25,18,47
2018-03-25,"West Johnston Co.","Johnston",35.59095,-78.4622,3,25,21,47
2018-03-26,"Bryson City","Swain",35.434767,-83.442133,3,26,24,44
2018-03-26,"Castle Hayne","New Hanover",34.364167,-77.838611,3,26,13,43
2018-03-26,"Clemmons Middle","Forsyth",36.026,-80.342,3,26,20,44
2018-03-26,"Durham Armory","Durham",36.0329550008979,-78.904037,3,26,23,43
2018-03-26,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,26,NA,45
2018-03-26,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,26,19,44
2018-03-26,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,26,19,45
2018-03-26,"Leggett","Edgecombe",35.988278,-77.5843,3,26,NA,43
2018-03-26,"Linville Falls","Avery",35.972347,-81.933072,3,26,NA,46
2018-03-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,26,22,44
2018-03-26,"Millbrook School","Wake",35.856111,-78.574167,3,26,29,44
2018-03-26,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,26,32,43
2018-03-26,"West Johnston Co.","Johnston",35.59095,-78.4622,3,26,25,44
2018-03-27,"Bryson City","Swain",35.434767,-83.442133,3,27,33,35
2018-03-27,"Castle Hayne","New Hanover",34.364167,-77.838611,3,27,21,31
2018-03-27,"Clemmons Middle","Forsyth",36.026,-80.342,3,27,32,39
2018-03-27,"Durham Armory","Durham",36.0329550008979,-78.904037,3,27,27,34
2018-03-27,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,27,7,44
2018-03-27,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,27,35,34
2018-03-27,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,27,28.6666666666667,37
2018-03-27,"Leggett","Edgecombe",35.988278,-77.5843,3,27,NA,35
2018-03-27,"Linville Falls","Avery",35.972347,-81.933072,3,27,18,43
2018-03-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,27,34,39
2018-03-27,"Millbrook School","Wake",35.856111,-78.574167,3,27,37.5,31
2018-03-27,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,27,27,35
2018-03-27,"West Johnston Co.","Johnston",35.59095,-78.4622,3,27,33,32
2018-03-28,"Bryson City","Swain",35.434767,-83.442133,3,28,49,35
2018-03-28,"Castle Hayne","New Hanover",34.364167,-77.838611,3,28,26,43
2018-03-28,"Clemmons Middle","Forsyth",36.026,-80.342,3,28,51,44
2018-03-28,"Durham Armory","Durham",36.0329550008979,-78.904037,3,28,37,43
2018-03-28,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,28,NA,45
2018-03-28,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,28,46,38
2018-03-28,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,28,53,38
2018-03-28,"Linville Falls","Avery",35.972347,-81.933072,3,28,NA,42
2018-03-28,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,28,48,45
2018-03-28,"Millbrook School","Wake",35.856111,-78.574167,3,28,54,43
2018-03-28,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,28,48,42
2018-03-28,"West Johnston Co.","Johnston",35.59095,-78.4622,3,28,55,41
2018-03-29,"Bryson City","Swain",35.434767,-83.442133,3,29,38,44
2018-03-29,"Castle Hayne","New Hanover",34.364167,-77.838611,3,29,1,44
2018-03-29,"Clemmons Middle","Forsyth",36.026,-80.342,3,29,56,48
2018-03-29,"Durham Armory","Durham",36.0329550008979,-78.904037,3,29,NA,49
2018-03-29,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,29,NA,45
2018-03-29,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,29,45,45
2018-03-29,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,29,59,46
2018-03-29,"Leggett","Edgecombe",35.988278,-77.5843,3,29,NA,45
2018-03-29,"Linville Falls","Avery",35.972347,-81.933072,3,29,NA,49
2018-03-29,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,29,53,51
2018-03-29,"Millbrook School","Wake",35.856111,-78.574167,3,29,56,47
2018-03-29,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,29,26,44
2018-03-29,"West Johnston Co.","Johnston",35.59095,-78.4622,3,29,43,47
2018-03-30,"Bryson City","Swain",35.434767,-83.442133,3,30,13,39
2018-03-30,"Castle Hayne","New Hanover",34.364167,-77.838611,3,30,22,39
2018-03-30,"Clemmons Middle","Forsyth",36.026,-80.342,3,30,23,44
2018-03-30,"Durham Armory","Durham",36.0329550008979,-78.904037,3,30,19,40
2018-03-30,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,30,4,43
2018-03-30,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,30,17.5,41
2018-03-30,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,30,18.5,43
2018-03-30,"Leggett","Edgecombe",35.988278,-77.5843,3,30,20,38
2018-03-30,"Linville Falls","Avery",35.972347,-81.933072,3,30,7,41
2018-03-30,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,30,19,44
2018-03-30,"Millbrook School","Wake",35.856111,-78.574167,3,30,25,40
2018-03-30,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,30,24,38
2018-03-30,"West Johnston Co.","Johnston",35.59095,-78.4622,3,30,26,39
2018-03-31,"Bryson City","Swain",35.434767,-83.442133,3,31,20,44
2018-03-31,"Castle Hayne","New Hanover",34.364167,-77.838611,3,31,8,44
2018-03-31,"Clemmons Middle","Forsyth",36.026,-80.342,3,31,17,50
2018-03-31,"Durham Armory","Durham",36.0329550008979,-78.904037,3,31,NA,46
2018-03-31,"Frying Pan Mountain","Haywood",35.379167,-82.7925,3,31,NA,51
2018-03-31,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,3,31,14,46
2018-03-31,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,3,31,19,50
2018-03-31,"Leggett","Edgecombe",35.988278,-77.5843,3,31,15,44
2018-03-31,"Mendenhall School","Guilford",36.1090060008986,-79.802314,3,31,19,49
2018-03-31,"Millbrook School","Wake",35.856111,-78.574167,3,31,20,45
2018-03-31,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,3,31,14,44
2018-03-31,"West Johnston Co.","Johnston",35.59095,-78.4622,3,31,30,45
2018-04-01,"Bryson City","Swain",35.434767,-83.442133,4,1,30,44
2018-04-01,"Castle Hayne","New Hanover",34.364167,-77.838611,4,1,14,46
2018-04-01,"Clemmons Middle","Forsyth",36.026,-80.342,4,1,28,48
2018-04-01,"Durham Armory","Durham",36.0329550008979,-78.904037,4,1,NA,47
2018-04-01,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,1,NA,50
2018-04-01,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,1,26,49
2018-04-01,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,1,29,48
2018-04-01,"Leggett","Edgecombe",35.988278,-77.5843,4,1,34,47
2018-04-01,"Linville Falls","Avery",35.972347,-81.933072,4,1,NA,46
2018-04-01,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,1,31,51
2018-04-01,"Millbrook School","Wake",35.856111,-78.574167,4,1,39,48
2018-04-01,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,1,28,48
2018-04-01,"West Johnston Co.","Johnston",35.59095,-78.4622,4,1,32,47
2018-04-02,"Bryson City","Swain",35.434767,-83.442133,4,2,43,44
2018-04-02,"Castle Hayne","New Hanover",34.364167,-77.838611,4,2,19,47
2018-04-02,"Clemmons Middle","Forsyth",36.026,-80.342,4,2,32,58
2018-04-02,"Durham Armory","Durham",36.0329550008979,-78.904037,4,2,32,48
2018-04-02,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,2,32,NA
2018-04-02,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,2,36,48
2018-04-02,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,2,28.3333333333333,51
2018-04-02,"Leggett","Edgecombe",35.988278,-77.5843,4,2,33,48
2018-04-02,"Linville Falls","Avery",35.972347,-81.933072,4,2,25,NA
2018-04-02,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,2,35,54
2018-04-02,"Millbrook School","Wake",35.856111,-78.574167,4,2,38,50
2018-04-02,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,2,29.5,48
2018-04-02,"West Johnston Co.","Johnston",35.59095,-78.4622,4,2,40,50
2018-04-03,"Bryson City","Swain",35.434767,-83.442133,4,3,50,40
2018-04-03,"Castle Hayne","New Hanover",34.364167,-77.838611,4,3,28,31
2018-04-03,"Clemmons Middle","Forsyth",36.026,-80.342,4,3,55,48
2018-04-03,"Durham Armory","Durham",36.0329550008979,-78.904037,4,3,56,38
2018-04-03,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,3,54,44
2018-04-03,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,3,56,47
2018-04-03,"Leggett","Edgecombe",35.988278,-77.5843,4,3,35,37
2018-04-03,"Linville Falls","Avery",35.972347,-81.933072,4,3,NA,47
2018-04-03,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,3,NA,44
2018-04-03,"Millbrook School","Wake",35.856111,-78.574167,4,3,52.5,37
2018-04-03,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,3,45,34
2018-04-03,"West Johnston Co.","Johnston",35.59095,-78.4622,4,3,47,41
2018-04-04,"Bryson City","Swain",35.434767,-83.442133,4,4,18,43
2018-04-04,"Castle Hayne","New Hanover",34.364167,-77.838611,4,4,14,43
2018-04-04,"Clemmons Middle","Forsyth",36.026,-80.342,4,4,38,46
2018-04-04,"Durham Armory","Durham",36.0329550008979,-78.904037,4,4,28,42
2018-04-04,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,4,NA,44
2018-04-04,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,4,24,44
2018-04-04,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,4,32,44
2018-04-04,"Leggett","Edgecombe",35.988278,-77.5843,4,4,14,43
2018-04-04,"Linville Falls","Avery",35.972347,-81.933072,4,4,NA,44
2018-04-04,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,4,NA,46
2018-04-04,"Millbrook School","Wake",35.856111,-78.574167,4,4,30,44
2018-04-04,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,4,23,42
2018-04-04,"West Johnston Co.","Johnston",35.59095,-78.4622,4,4,23,44
2018-04-05,"Bryson City","Swain",35.434767,-83.442133,4,5,28,46
2018-04-05,"Castle Hayne","New Hanover",34.364167,-77.838611,4,5,9,48
2018-04-05,"Clemmons Middle","Forsyth",36.026,-80.342,4,5,28,50
2018-04-05,"Durham Armory","Durham",36.0329550008979,-78.904037,4,5,23.5,45
2018-04-05,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,5,15,51
2018-04-05,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,5,22,44
2018-04-05,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,5,20,47
2018-04-05,"Leggett","Edgecombe",35.988278,-77.5843,4,5,23,NA
2018-04-05,"Linville Falls","Avery",35.972347,-81.933072,4,5,19,48
2018-04-05,"Mendenhall School","Guilford",36.1090060008986,-79.802314,4,5,17,48
2018-04-05,"Millbrook School","Wake",35.856111,-78.574167,4,5,26,45
2018-04-05,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,4,5,24,47
2018-04-05,"West Johnston Co.","Johnston",35.59095,-78.4622,4,5,25,45
2018-04-06,"Bryson City","Swain",35.434767,-83.442133,4,6,37,33
2018-04-06,"Castle Hayne","New Hanover",34.364167,-77.838611,4,6,16,64
2018-04-06,"Clemmons Middle","Forsyth",36.026,-80.342,4,6,43,54
2018-04-06,"Durham Armory","Durham",36.0329550008979,-78.904037,4,6,51,51
2018-04-06,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,6,NA,61
2018-04-06,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,4,6,55,NA
2018-04-06,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,4,6,45,51
2018-04-06,"Leggett","Edgecombe",35.988278,-77.5843,4,6,29,61
